id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes,introduced_in,shipped_in_release,release_evidence,build_config,repro_sql,repro_test,oracle
OSS-Fuzz-415850463,2025,"JSON extension (json.c), JSONB payload decoder",integer-overflow,"jsonbPayloadSize (via jsonArgIsJsonb, jsonParseFuncArg)","fuzzer-input; OSS-Fuzz project sqlite3, fuzz target 'ossfuzz', job libfuzzer_ubsan_sqlite3, libFuzzer+UBSAN. Malformed JSONB input.","YES - ClusterFuzz minimized testcase id 5730573631160320, https://oss-fuzz.com/download?testcase_id=5730573631160320 . Regression range 202312060611:202312070614; issue reported to upstream 2025-05-06, disclosure 2025-08-04.",f087b6ace33f5098b2bcb240947e6a609b2cfe31,3.50.0,lookaside,blind,read-the-source,https://issues.oss-fuzz.com/issues/415850463 ; fix: https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (t CORRECTED after adversarial audit (instrumented, positive+negative controlled): verdict unchanged but the DERIVATION in the prior note was wrong: pParse->aBlob is not a parse object allocated through sqlite3DbMallocRawNN, it is a BORROWED value payload, p->aBlob = (u8*)sqlite3_value_blob(pArg) at src/json.c:3625. Blind for small JSONB values (128 B slot); a JSONB column value over 1200 B would be system heap and caught. Size-dependent.",b597fea89436a57b8b4bc39f24dc7e14f5e92dcb (2023-12-06),yes,"git blame of the shift expression at src/json.c:2146 @f087b6ace33f^ gives b597fea894 (2023-12-06), the JSONB payload-size decoder. That date falls inside the OSS-Fuzz regression range recorded in this row (202312060611:202312070614), which corroborates it independently. Fix f087b6ace3 is 2025-05-07. 13 release tags contain the introducing commit but not the fix, from version-3.45.0 (2024-01-15) through version-3.49.2 (2025-05-07); fixed in 3.50.0.",default,,,"UBSAN report of a signed left shift overflowing int ('<<24' on a u8 promoted to int) in jsonbPayloadSize when a malformed JSONB header declares a large 4-byte payload size. Nothing is observable in a normal build - upstream classifies it as a harmless warning, and the fix is only a (u32) cast. No repro recorded: the fix added no test, and the ClusterFuzz minimized testcase for this issue is not anonymously downloadable."
sqlite-d972a0875531,2025,where,uninitialized-read,whereLoopAddBtree + wherePathSatisfiesOrderBy,plain-SQL,,d972a08755312d2e568a1af452ae51bfca0b8681,3.50.4,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/d972a08755312d2e568a1af452ae51bfca0b8681,"WhereLoop.u.btree.nDistinctCol was read by the skip-ahead-distinct optimization without ever being initialised on some paths; the template WhereLoop is carved out of the WhereInfo block sqlite3DbMallocRawNN(db, nByteWInfo+sizeof(WhereLoop)) src/where.c:6899 at :6930, and the persistent copies are sqlite3DbMallocRawNN(db,sizeof(WhereLoop)) src/where.c:2905 (104 bytes, big slot); 856+104=960 <= 1200 for a single-table FROM (over 1200 from four tables up); a freed lookaside slot is not scrubbed in release builds, so the stale bytes are live data rather than poison; sibling commit 5a6f6513970a87781dcc0910a26839c69da7cdc6 is the same fix on the other branch.",a79a0e733faf76a1dd47f094665b2a1960858e4a (2019-07-29),yes,"'git log -G nDistinctCol' over src/ returns exactly two commits: a79a0e733f (2019-07-29), which added the WhereLoop.u.btree.nDistinctCol field, its only write at where.c:5275 and its only read at where.c:7377, and the 2025 fix itself. (Note -S misses this fix because its net string count is unchanged; -G was required.) Fix 2025-07-22 (the CSV's d972a087 is the branch-3.50 backport; trunk twin 5a6f6513970a, 11 minutes earlier). 66 release tags contain the introducing commit but not the trunk fix, from version-3.30.0 (2019-10-04) through version-3.50.3 (2025-07-17); fixed in 3.50.4 (2025-07-30).",default,,,"The skip-ahead-distinct optimization reads WhereLoop.u.btree.nDistinctCol on paths where it was never initialised, so the count comes from recycled lookaside bytes rather than poison. Observable as a wrong number of rows from a DISTINCT query served by an index (upstream cites several forum reports of incorrect results), or as an MSAN/valgrind uninitialised-value report; silent in a release build. No repro recorded: the fix added no test."
OSS-Fuzz-66284,2024,"JSON extension (json.c), JSONB decoder",uninitialized-read,"jsonTranslateBlobToText (via jsonExtractFunc, sqlite3VdbeExec)","fuzzer-input; OSS-Fuzz project sqlite3, fuzz target 'ossfuzz', job libfuzzer_msan_sqlite3, libFuzzer+MSAN. Malformed/corrupt JSONB blob.","YES - ClusterFuzz minimized testcase id 5692622052065280, https://oss-fuzz.com/download?testcase_id=5692622052065280 . Regression range 202312050632:202312060611.",3fc7a34efc5b840c069a4d55f61f14b3d68df85b,branch-3.45 (fix was backported to the 3.45 release branch),lookaside,blind,read-the-source,https://issues.oss-fuzz.com/issues/42532504 (monorail 66284 -> buganizer 42532504) ; fix: https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: json.c allocates via the connection allocator",c1c1d4d4a6e01a35729e4833b902901ce2cc62fa,yes,"Intro c1c1d4d4a6e0 2023-09-22, the commit that added the JSONB decoder cases in jsonTranslateBlobToText (blame of the JSONB_INT/JSONB_FLOAT arm at 3fc7a34efc5b^ names it). Trunk fix 3fc7a34efc5b 2024-01-29, first in version-3.46.0. Backport-aware count: the defect shipped in exactly ONE release, version-3.45.0 (2024-01-15). Verified by counting 'if( sz==0 ) goto malformed_jsonb;' in each tag's src/json.c: 3.45.0 = 0 guards (buggy), 3.45.1 (2024-01-30) = 3, 3.45.2 = 3, 3.45.3 = 3, 3.46.0 = 3; control 'jsonTranslateBlobToText' = 9 hits in every 3.45.x tag, so the file and function were present throughout.",default (JSONB is core in 3.45.x; SQLITE_OMIT_JSON removes it),,,MSAN use-of-uninitialized-value: rendering a JSONB blob whose final node is a zero-length INT or FLOAT reads one byte past the initialized part of the BLOB byte array. After the fix the same input returns a 'malformed JSON' error instead. No SQL trigger is recorded: the only public artifact is the ClusterFuzz minimized binary testcase (id 5692622052065280) and the fix added no regression test -- a search of the whole history for '66284' under test/ and ext/ found nothing.
sqlite-3ff77c505316,2024,JSON,heap-oob-read,jsonbPayloadSize,plain-SQL,SELECT x'8ce6ffffffff171333' -> '$';,3ff77c5053166a4e16950b31bee61969aad272f9,,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/3ff77c5053166a4e16950b31bee61969aad272f9,"u32 wrap in 'i+sz+n > pParse->nBlob' (and in nBlob-delta) defeats the range check, so the caller trusts an oversized payload size and reads past the blob. pParse->aBlob is the sqlite3_value blob; in the committed repro that is a BLOB literal whose bytes come from sqlite3HexToBlob(db,...) -> sqlite3DbMallocRawNN (src/util.c:1897), 9 bytes, i.e. a 128-byte LOOKASIDE_SMALL slot, so a modest overrun stays inside the slab. If the JSONB value is read from a table row instead, Mem.z points straight into the pcache page image (pcache1-bulk) which is also an arena. Ceiling: a wrapped sz near 2^32 is a wild pointer that leaves the slab and would be caught. batch-id=fossil:ac402cc551b2cbe3",da2578391d5ae7cc8ba97f00994d14cdf6ab4a1f,yes,git log -L over the range check in jsonbPayloadSize: da2578391d5a (2023-11-29) replaced the single-term 'i+sz+n>pParse->nBlob' with the two-term u32 form the fix casts to i64; it is first contained in version-3.45.0 (2024-01-15). This fix commit sits on branch-3.45 and appears only in version-3.45.1/.2/.3. version-3.45.0 therefore shipped the bug without the fix.,default,SELECT x'8ce6ffffffff171333' -> '$';,test/jsonb01.test jsonb01-2.0,"MEASURED at 3ff77c505316^: ASAN heap-buffer-overflow, READ of size 1, in jsonTranslateBlobToText. With lookaside ON the flagged region is the 48008-byte lookaside slab allocated by setupLookaside and the read is 0 bytes past its END - the blob occupied the last slot, so the overread left the slab entirely; with lookaside OFF it is 0 bytes past a 24-byte region. Post-fix returns SQLITE_ERROR 'malformed JSON'."
sqlite-68d700cac6a9,2024,expr,use-after-free,sqlite3CodeRhsOfIN,plain-SQL+OOM,,68d700cac6a99535655e3afd82a5f935dd123588,3.47.0,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/68d700cac6a99535655e3afd82a5f935dd123588,"on db->mallocFailed sqlite3VdbeChangeP4 frees its P4 argument immediately (freeP4 -> sqlite3DbFree src/vdbeaux.c:1424) and the old ordering then read pSig->selId; pSig = sqlite3DbMallocRawNN(pParse->db,sizeof(SubrtnSig)) src/expr.c:3627 is 32 bytes, so a 128-byte LOOKASIDE_SMALL slot taken during a SELECT; sqlite3DbFree recognises the slot by address range and only pushes it on the freelist, so there is no free() to revoke and release builds do not scrub it - the stale selId reads back intact.",42123a294d38c5e25d2960f9f06e70b5850f39a0 (2024-07-05),no,"The fix message names its introducer directly as check-in [d8cedbe0]; resolving that Fossil name against the mirror's FossilOrigin-Name trailers gives 42123a294d38 (2024-07-05), which added the SubrtnSig mini-Bloom-filter logic. Fix 68d700cac6 is 2024-07-08, three days later. Zero releases in the window by both tests: 0 tags contain the introducing commit but not the fix, and by date version-3.46.0 (2024-05-23) precedes the introduction while version-3.46.1 (2024-08-13) already contains the fix.","default, but only reachable after an OOM (db->mallocFailed) during code generation",,,"On OOM, sqlite3VdbeChangeP4 frees its P4 argument immediately, and the old statement order then read pSig->selId from the freed 32-byte SubrtnSig. Because that is a lookaside slot the free is only a freelist push and release builds do not scrub it, so the stale selId reads back intact and nothing is observable; an ASAN heap-use-after-free read appears only with lookaside disabled. Requires OOM injection to reach at all. No repro recorded: the fix added no test."
sqlite-77eb3e305c7c,2023,printf,heap-overflow-write,sqlite3_str_vappendf,plain-SQL,"SELECT length( format('%,.249f', -5.0e-300) );",77eb3e305c7cdee10e69426def6fa0cd0116fbe2,3.42.0,lookaside,blind,measured,https://github.com/sqlite/sqlite/commit/77eb3e305c7cdee10e69426def6fa0cd0116fbe2,"bufpt = printfTempBuf(pAccum, szBufNeeded), which AT THIS COMMIT did sqlite3DbMallocRaw(pAccum->db, n) -> lookaside slot whenever n<=1200; a negative binary exponent made (e2+2)/3 negative so szBufNeeded came out 165 while 264 bytes were written - an overrun that stays entirely inside the 1200-byte slot. Positive control: the upstream regression test has to run sqlite3_db_config_lookaside db 0 0 0 before ASAN can see it. NOTE in 3.53.4 printfTempBuf uses sqlite3_malloc(n) (src/printf.c:168), so the same defect today would be system heap MEASURED this session, two-arm ASAN probe built at the buggy commit 77eb3e305c7c^: lookaside ON (SQLite default) = NO ASAN report; -lookaside 0 0 = heap-buffer-overflow, WRITE of size 1. Same binary, same one-line PoC, one flag apart. INDEPENDENTLY CORROBORATED BY UPSTREAM: the regression test added in the fix commit (test/printf.test, printf-18.1) is preceded by 'db close; sqlite3 db test.db; sqlite3_db_config_lookaside db 0 0 0' - upstream had to switch the arena off for their own test to detect their own overflow. VERIFIED BY THIS SESSION AGAINST BOTH TREES: at the buggy commit the allocator is sqlite3DbMallocRaw(pAccum->db, n) (src/printf.c:201 @77eb3e305c7c^) - the connection allocator, hence a lookaside slot, which is what the ASAN arms measure. In 3.53.4 the same function now calls sqlite3_malloc(n) (src/printf.c:168), so upstream has since moved this buffer OUT of the arena and the identical bug would be caught in a current build. The row describes the code as it shipped.",e8468098a00d064cf2b0c436ecc33e1090f82be9,no,"Intro e8468098a00d 2023-05-04, which added the line 'if( cThousand ) szBufNeeded += (e2+2)/3;' (blame at 77eb3e305c7c^ names it). Fix 77eb3e305c7c 2023-05-05, the NEXT DAY. Zero tagged releases contain the intro but not the fix; the previous release was version-3.41.2 (2023-03-22), before the intro. Verified against version-3.42.0 (2023-05-16) source: the buggy form 'if( cThousand ) szBufNeeded' = 0 hits and the fixed form 'if( cThousand && e2>0 )' = 1 hit. Note the ',' modifier itself is older (cThousand appears 7 times in 3.41.2), so only the overflow -- not the feature -- is confined to trunk. NOTE: this contradicts the row's fixed_in of 3.42.0 being read as 'shipped'; 3.42.0 is the first release WITH the fix, not with the bug.",default,"SELECT length( format('%,.249f', -5.0e-300) );",test/printf.test printf-18.1,"Upstream test expects 252. Per this row's own measured evidence, the two-arm ASAN probe at 77eb3e305c7c^ gives NO report with lookaside on (SQLite default) and heap-buffer-overflow WRITE of size 1 with -lookaside 0 0 -- same binary, one flag apart. Upstream corroborates: their own printf-18.1 is preceded by 'db close; sqlite3 db test.db; sqlite3_db_config_lookaside db 0 0 0', i.e. they had to switch the arena off for their own test to see their own overflow."
fossil:47d0b1c4cfc3d2d8,2022,core (sqlite3_result_* path),uninitialized-read,setResultStrOrError,fuzzer-input via OSS-Fuzz,,c55b62d4cba51b583cbb6fe5f65e415a356f36d6,3.39.0,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/c55b62d4cba51b583cbb6fe5f65e415a356f36d6,"when the result string pointer is NULL the Mem becomes an SQL NULL and Mem.enc is never set, but setResultStrOrError still tested pOut->enc != ENC(pOut->db) (src/vdbeapi.c:394 pre-fix); pOut is pCtx->pOut, a VDBE register in p->aMem, carved from the tail of the opcode array (sqlite3DbRealloc, src/vdbeaux.c:192, first allocation 1024 B -> a 1200-byte lookaside slot) or from p->pFree = sqlite3DbMallocRawNN(db,x.nNeeded) at src/vdbeaux.c:2718 - lookaside up to 1200 B, system heap for larger statements; initMemArray (src/vdbeaux.c:2155) never touches enc, so the byte is recycled slab content; the read is IN BOUNDS of the Mem, so bounds checking would not fire either way; same underlying uninitialised Mem.enc as sqlite-checkin-800b8fdad7, fixed the same day",fb92e071861384455519a718706d217c4e91a7d6,no,"intro fb92e0718613 2022-03-29T01:43:09Z added the 'if( pOut->enc!=ENC(pOut->db) )' guard that reads the uninitialised field; fix c55b62d4cba5 2022-03-29T22:57:00Z removed it, 21 hours later the same day. Both commits are first contained in version-3.39.0 and (tags containing intro) minus (tags containing fix) is empty. Bracketing releases: 3.38.2 (2022-03-26) predates the intro and 3.38.3 (2022-04-27) postdates the fix.",default,,,"read of an uninitialised Mem.enc on a register just set to SQL NULL; the check-in calls it a harmless OSSFuzz/ASAN find. Observable only under MSan/valgrind as a use-of-uninitialised-value in setResultStrOrError - the read is in bounds of the Mem, so ASAN and bounds checking cannot fire either way. The fix added no test."
sqlite-checkin-800b8fdad7,2022,core (vdbemem.c),uninitialized-read,sqlite3VdbeChangeEncoding,fuzzer-input via OSS-Fuzz,,555db979f68ed2efffd080d22c3ae5c3ea7740b2,3.39.0,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/555db979f68ed2efffd080d22c3ae5c3ea7740b2,"pMem->enc was read before the !(flags&MEM_Str) early-out, and enc is never set for a non-string Mem; the Mem is a VDBE register in p->aMem, carved either from the tail of the opcode array (sqlite3DbRealloc at src/vdbeaux.c:192, whose FIRST allocation is 1024 B and therefore a 1200-byte lookaside slot) or from p->pFree = sqlite3DbMallocRawNN(db,x.nNeeded) at src/vdbeaux.c:2718 - both the connection allocator, lookaside while the request is <= 1200 B and system heap for large statements; initMemArray (src/vdbeaux.c:2155) sets only flags/db/szMalloc, so enc holds recycled slab bytes; the read is IN BOUNDS of the Mem, so no bounds check fires either way - the arena matters only for what the stale byte contains",fb92e071861384455519a718706d217c4e91a7d6 (2022-03-29),no,"git blame of src/vdbemem.c:207-211 @555db979f68e^ gives fb92e07186 (2022-03-29T01:43:09Z), which introduced the 'if(pMem->enc==desiredEnc)' early-out ahead of the MEM_Str test. The fix 555db979f6 is 2022-03-29T19:19:23Z - the same day, about 18 hours later. 0 tags contain the introducing commit but not the fix; the surrounding releases are version-3.38.2 (2022-03-26), before the introduction, and version-3.38.3 (2022-04-27), which already contains the fix. Introduced and fixed between releases.",default,,,"MSAN use-of-uninitialized-value on Mem.enc: enc is never set for a non-string Mem, and it was read before the !(flags&MEM_Str) early-out. The read is in bounds of the Mem (a VDBE register in the lookaside-backed p->aMem block), so no bounds check fires and behaviour is unchanged; upstream describes it as a harmless warning reported by MSAN. No repro recorded: the fix added no test and the OSS-Fuzz input is not cited."
CVE-2021-30569,2021,core (UPDATE...FROM vs CTE name resolution),use-after-free,updateFromSelect,plain-SQL,,1168f810929ede4d8d323a6acf721ff9cd89de90,3.36.0,lookaside,blind,read-the-source,https://nvd.nist.gov/vuln/detail/CVE-2021-30569,"updateFromSelect assumed pSrc->a[0] is the table being updated and did pSrc->a[0].pTab->nTabRef-- (src/update.c:223 pre-fix); when a CTE shadows the table name that Table is the CTE's ephemeral Table from sqlite3DbMallocZero(db,sizeof(Table)) at src/select.c:5735 in resolveFromTermToCte, so the refcount is dropped on the wrong object and it is freed while still referenced; built during an UPDATE parse (no createkw, lookaside enabled) and sizeof(Table) is ~120 B << 1200, so it is a lookaside slot and the free is only a freelist push",69887c99d4cd271fe6bf9b40e958c90e409120b1,yes,"Intro 69887c99d4cd 2020-04-27, which added updateFromSelect's 'pSrc->a[0].pTab->nTabRef--' (blame at 1168f810929e^ names it for the whole block). Fix 1168f810929e 2021-05-19. 9 tagged releases contain the intro but not the fix, version-3.33.0 (2020-08-14) through version-3.35.5 (2021-04-19) -- UPDATE...FROM was itself new in 3.33.0. Fix first in version-3.36.0 (2021-06-18).",default,"CREATE TABLE t1(x INT); INSERT INTO t1 VALUES(1); CREATE TABLE t2(y INT); INSERT INTO t2 VALUES(2); WITH t1 AS (SELECT y+100 AS x FROM t2) UPDATE t1 SET x=(SELECT x FROM t1); WITH t1 AS (SELECT y+100 AS x FROM t2) UPDATE t1 SET x=x+y FROM t2; SELECT x, y FROM t1, t2;",test/upfrom1.test 4.2,"Upstream test expects {104 2} after the second UPDATE. The CTE named t1 shadows the real table, so nTabRef is decremented on the CTE's ephemeral Table (a ~120-byte lookaside slot) and it is freed while still referenced. Expect a wrong result or a segfault; ASAN heap-use-after-free only with lookaside disabled, since the free is a freelist push. CAVEAT: the test was NOT added by this commit -- it came with cd1499f47b1d (2021-05-20), which replaced this fix with a better one the next day."
sqlite-15de3ce9abaf,2021,whereexpr,type-confusion,exprAnalyze (NOT NULL on an IPK of a sub-query),plain-SQL,,15de3ce9abaf4ebcc6c556faea743c976c7da8d1,3.35.0,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/15de3ce9abaf4ebcc6c556faea743c976c7da8d1,"A TK_TRUEFALSE Expr was left with its u union never set, so a later reader took u.zToken on a node whose union held the other variant - a slot read as the wrong type. Expr is 72 B from sqlite3ExprAlloc -> sqlite3DbMallocRawNN on a SELECT parse, so the bytes misread belong to the same 1200 B lookaside slot and no bounds check can see the confusion.",8ddf686267c58ee0e519cfd9024f177e606be0ab,no,"Intro 8ddf686267c5 2021-02-26, which added the 'pExpr->op = TK_TRUEFALSE;' branch (blame at 15de3ce9abaf^ attributes lines 1410-1414 to it). Fix 15de3ce9abaf 2021-02-26 -- the SAME DAY. Zero tagged releases contain the intro but not the fix; the previous release was version-3.34.1 (2021-01-20) and the fix first shipped in version-3.35.0 (2021-03-12).",default,"CREATE TABLE T1(a INTEGER PRIMARY KEY, b); CREATE TABLE T3(k, v); SELECT * FROM (SELECT a, b FROM t1) LEFT JOIN t3 ON a IS NULL;",test/notnull2.test 2.1,"Upstream test just requires the query to run and return no rows. Without the fix the Expr is set to TK_TRUEFALSE with its u union never assigned, so a later reader takes u.zToken on a node whose union holds the other variant. Expect a segfault when the stale union content is not a valid pointer; when it is, a silent wrong answer -- the misread bytes belong to the same 72-byte lookaside slot, so no bounds check can see the confusion."
sqlite-93c8139c1a97,2021,core,use-after-free,resolveFromTermToCte,plain-SQL,,93c8139c1a9755a9f599966f82df45cdee85305e,3.36.0,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/93c8139c1a9755a9f599966f82df45cdee85305e,"After a prior parse error pParse->pWith can be left dangling and searchWith(pParse->pWith,...) walks a freed With object (src/select.c:5679). With comes from sqlite3WithAdd -> sqlite3DbMallocZero(db, SZ_WITH(1)) or sqlite3DbRealloc (src/build.c:5779-5781); SZ_WITH(1) = offsetof(With,a)+sizeof(Cte) is about 64 bytes, and a WITH/SELECT parse never hits a disableLookaside site, so it is a LOOKASIDE_SMALL slot. sqlite3DbNNFreeNN only pushes the slot back on the freelist (src/malloc.c:458) - no free(), no revocation event, and the slot is not scrubbed in a release build. batch-id=fossil:94225d693932eb0b",5abe1d3d536f36dcb0964ff468a229382ce9858a,yes,"Intro 5abe1d3d536f 2021-02-21, the commit that created resolveFromTermToCte (blame at 93c8139c1a97^ attributes the whole surrounding block to it). Fix 93c8139c1a97 2021-05-21. 6 tagged releases contain the intro but not the fix, version-3.35.0 (2021-03-12) through version-3.35.5 (2021-04-19). Fix first in version-3.36.0 (2021-06-18).",default,"CREATE TABLE t1(a); CREATE VIEW v2(c) AS WITH x AS (WITH y AS (WITH z AS(SELECT * FROM t1) SELECT * FROM v2) SELECT a) SELECT * from t1; ALTER TABLE t1 RENAME COLUMN a TO b; INSERT INTO t1 VALUES(55); DROP VIEW v2; CREATE VIEW v2(c) AS WITH x AS (WITH y AS (WITH z AS(SELECT * FROM t1) SELECT * FROM v2) SELECT a) SELECT * from t1, x; SELECT * FROM v2;",test/with2.test 11.3,"Upstream test expects the error 'no such column: a'. Without the fix the prior error leaves pParse->pWith dangling and searchWith walks a freed ~64-byte With object; expect a segfault or a nonsense error message. Because the With sits in a LOOKASIDE_SMALL slot the free is only a freelist push and release builds do not scrub it, so ASAN reports heap-use-after-free only with lookaside disabled."
fossil:38ef8ab9830e12ac,2021,core (parser cleanup / AUTOINCREMENT),use-after-free,autoIncBegin,plain-SQL,,21d4f5b53a4d758a1a164201fe25c32b20b9c08a,3.35.0,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/21d4f5b53a4d758a1a164201fe25c32b20b9c08a,"sqlite3ParserAddCleanup runs the cleanup IMMEDIATELY if its own ParseCleanup allocation fails, so on OOM pInfo was freed and then written through (pInfo->pNext = pToplevel->pAinc, src/insert.c:374 pre-fix); pInfo is sqlite3DbMallocRawNN(pParse->db,sizeof(AutoincInfo)) at src/insert.c:439 in 3.53.4, ~24 B, allocated during an INSERT parse before the OOM, so it sits in a lookaside slot and sqlite3DbFree only pushes it back on the freelist - the later OOM disables lookaside for subsequent allocations but does not change the arena membership of this one, which sqlite3DbFreeNN decides by address (src/malloc.c:458)",cf3c078f9326ac990fc4e1bfb4748e0b9f467069,no,"intro cf3c078f9326 2021-01-11T20:37:02Z put the sqlite3ParserAddCleanup call into autoIncBegin (blame on the line the fix rewrites); fix 21d4f5b53a4d 2021-01-12T15:30:01Z, 19 hours later. Both are first contained in version-3.35.0 (2021-03-12) and no tag contains the intro without the fix. The preceding release, 3.34.0 (2020-12-01), predates the introducing commit.",default; the pParse->earlyCleanup detector this fix adds is compiled only under SQLITE_DEBUG or SQLITE_COVERAGE_TEST,,,"requires injected OOM at the ParseCleanup allocation during an INSERT into an AUTOINCREMENT table: pInfo is freed by the immediate cleanup and then written through (pInfo->pNext = pToplevel->pAinc). With lookaside the free is a freelist push, so the write lands in a live slot and nothing faults. No test and no SQL-only trigger."
sqlite-24ce9446a848,2021,select,use-after-free,sqlite3WithPush,plain-SQL,,24ce9446a848459b70b2d18594b905df9672bb57,3.36.0,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/24ce9446a848459b70b2d18594b905df9672bb57,"sqlite3ParserAddCleanup runs xCleanup immediately when its own ParseCleanup allocation fails (src/prepare.c:625-649), so sqlite3WithDelete had already freed pWith while sqlite3WithPush went on to store the same pointer in pParse->pWith. With comes from sqlite3DbMallocZero(db, SZ_WITH(1)) at src/build.c:5781 (64 B; grown by sqlite3DbRealloc at :5779) during a WITH...SELECT parse with lookaside enabled, and sqlite3DbFree is a freelist push (src/malloc.c:481) rather than a free(), so neither the free nor the reuse is visible. Fix returns the possibly-NULL pointer; that signature is what 3.53.4 ships (src/select.c:5649)",cf3c078f9326ac990fc4e1bfb4748e0b9f467069,yes,"same introducing commit as the autoIncBegin instance - cf3c078f9326 (2021-01-11) also added the sqlite3ParserAddCleanup call in sqlite3WithPush - first released in version-3.35.0. This fix 24ce9446a848 (2021-06-12) is first contained in version-3.36.0, so 6 tags (version-3.35.0 through version-3.35.5) carry the bug without the fix. Cross-check that the fix really reached the release: version-3.36.0:src/sqliteInt.h declares 'With *sqlite3WithPush(Parse*, With*, u8)', the return-value signature this commit introduces, despite the check-in message describing it as an alternative kept for historical reference.",default; sqlite3WithPush is #define'd away under SQLITE_OMIT_CTE,,,"requires injected OOM at the ParseCleanup allocation during a WITH ... SELECT parse: sqlite3WithDelete frees pWith and sqlite3WithPush then stores the same pointer in pParse->pWith. The free is a lookaside freelist push, never free(), so a release build is silent. No test added."
sqlite-bfd6f1bcd5d7,2021,select,use-after-free,sqlite3Select (aggregate DISTINCT),plain-SQL,"CREATE TABLE v1(v2 UNIQUE, v3 AS(TYPEOF(NULL)) UNIQUE); SELECT COUNT(DISTINCT TRUE) FROM v1 GROUP BY likelihood(v3,0.1);",bfd6f1bcd5d7744d830e70b7bc72a27011a5e2b5,3.36.0,lookaside,blind,measured,https://github.com/sqlite/sqlite/commit/bfd6f1bcd5d7744d830e70b7bc72a27011a5e2b5,"pDistinct is an ExprList deleted by sqlite3ExprListDelete on the pWInfo==0 path and then used again further down. ExprList/ExprList_item come from sqlite3ExprListAppend -> sqlite3DbMallocRaw; ExprList is 8 B plus 24 B per item, far inside the 1200 B slot. sqlite3ExprListDelete ends in sqlite3DbFree, which for a slot address is a freelist push at src/malloc.c:481 and never free(), so the freed list stays readable and revocation never runs. MEASURED: two-arm ASAN probe at the buggy commit - silent with lookaside ON, heap-use-after-free with -lookaside 0 0. Same binary, same PoC, one flag apart; the OFF arm is the positive control. See ASAN-ARENA-PROBE-RESULTS.md.",b19a5812417f2b276689929a76c087bc54e6cf97,no,"intro b19a5812417f (2021-03-13) added the early sqlite3ExprListDelete(db,pDistinct) that the fix moves - one day AFTER the 3.35.0 release (2021-03-12). The 3.35.1-3.35.5 patch releases were cut from branch-3.35 and do NOT contain it: git merge-base --is-ancestor b19a5812417f version-3.35.5 is false. Both intro and fix (2021-04-08) are first contained in version-3.36.0, so no tagged release has the bug without the fix. Note that a date comparison alone would have answered yes here (3.35.1 through 3.35.5 all fall between the two dates); ancestry says no.",default,"CREATE TABLE v1(v2 UNIQUE, v3 AS(TYPEOF(NULL)) UNIQUE); SELECT COUNT(DISTINCT TRUE) FROM v1 GROUP BY likelihood(v3,0.1);",test/distinctagg.test 7.0,"MEASURED at bfd6f1bcd5d7^: silent with lookaside on (rc=0, no rows, no diagnostic); with sqlite3_config(SQLITE_CONFIG_LOOKASIDE,0,0) the same binary reports ASAN heap-use-after-free, WRITE of size 72, in sqlite3WhereEnd <- sqlite3Select <- sqlite3_prepare_v2. One config call apart."
