id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes
OSSL-cb750375,2018,ssl/session ticket,buffer-overread,tls_decrypt_ticket,ClientHello with a session_ticket extension shorter than 16 bytes of key name plus the IV; the key name and IV were read out of the ticket before any length check,,cb7503750efc02c64cdb7167dee692e47c44c6e9,1.0.2o (hardening; no CVE assigned),ssl-init-buf,blind,read-the-source,https://github.com/openssl/openssl/commit/cb7503750efc02c64cdb7167dee692e47c44c6e9,"Fix adds `if (eticklen < 16 + EVP_MAX_IV_LENGTH) return 2;` at the top of tls_decrypt_ticket in ssl/t1_lib.c. The ticket bytes are extension data inside the ClientHello: ssl/t1_lib.c:3296 `r = tls_decrypt_ticket(s, p, size, session_id, len, ret);` where p walks s->init_msg, i.e. inside s->init_buf. Up to ~32 bytes of over-read remain inside the 16KB handshake block."
CVE-2006-3738,2006,SSL_get_shared_ciphers (ssl/ssl_lib.c),buffer-overflow,SSL_get_shared_ciphers,"Peer offers a cipher list whose formatted names exceed the caller's buffer; the ':' separator between names is written without a length check, so len goes negative and the 'len-- == 0' guard can never fire again.",,3ff55e9680cc99f330f25e48cd1422e3459c02de,0.9.7l / 0.9.8d,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20060928.txt,"EXCLUDED from the arena set: the destination is a caller-supplied buffer, not either OpenSSL arena. Fix is ssl/ssl_lib.c SSL_get_shared_ciphers: 'if (len-- == 0)' -> 'if (len-- <= 0)'. In the in-tree callers the buffer is static/stack, e.g. apps/s_server.c:1486 (tag OpenSSL_0_9_8d) 'MS_STATIC char buf[BUFSIZ];' used at apps/s_server.c:1522 'SSL_get_shared_ciphers(con,buf,sizeof buf)' and apps/s_client.c:1159. alloc_arena is recorded as system-malloc only because that is the closest of the four allowed values for 'the object has its own storage'; the storage class is actually static/automatic, and either way a bounds checker flags the write."
CVE-2009-1379,2009,DTLS handshake fragment queue (ssl/d1_both.c),use-after-free,dtls1_retrieve_buffered_fragment,Any DTLS peer that causes a buffered handshake fragment to be dequeued: the fragment is freed by dtls1_hm_fragment_free and its msg_header.frag_len is then read to build the return value.,,561cbe567846a376153bea7f1f2d061e78029c2d,1.0.0-beta3,system-malloc,caught,read-the-source,https://github.com/openssl/openssl/commit/561cbe567846a376153bea7f1f2d061e78029c2d,"Commit 561cbe56 is titled 'Don't access freed data structure.' and is exactly the CVE-2009-1379 fix: it hoists 'unsigned long frag_len = frag->msg_header.frag_len;' above the pqueue_pop/dtls1_hm_fragment_free sequence and changes 'return frag->msg_header.frag_len;' to 'return frag_len;' in dtls1_retrieve_buffered_fragment. The dangling object is the hm_fragment itself, its own allocation: ssl/d1_both.c 'frag = (hm_fragment *)OPENSSL_malloc(sizeof(hm_fragment));' in dtls1_hm_fragment_new (ssl/d1_both.c:179 at tag OpenSSL_1_0_1f, same code in the 1.0.0 betas). Plain heap UAF, fully visible to ASAN/CHERI."
CVE-2010-0742,2010,crypto/cms,type-confusion,CMS_OriginatorInfo ASN.1 template,"CMS structure containing OriginatorInfo: the ASN.1 template computed its field offsets against CMS_SignedData instead of CMS_OriginatorInfo, so decoded pointers were written at offsets belonging to a different, larger struct",,82b6b541b1d9a3d644c96afa9ae44cc1f4c6040d,"0.9.8o, 1.0.0a",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20100601.txt,"A template-level type confusion that becomes an out-of-bounds WRITE. crypto/cms/cms_asn1.c ASN1_SEQUENCE(CMS_OriginatorInfo) used `ASN1_IMP_SET_OF_OPT(CMS_SignedData, certificates, ...)` and `(CMS_SignedData, crls, ...)`; the fix changes both to CMS_OriginatorInfo. The offsetof is taken from the wrong struct, so the write lands outside the CMS_OriginatorInfo allocation (which is smaller) - it leaves the block and a bounds checker fires."
CVE-2010-3864,2010,TLS server extension parsing on resumed sessions (ssl/t1_lib.c),buffer-overflow,ssl_parse_clienthello_tlsext,"Multi-threaded server using OpenSSL's internal session cache: two threads resuming the same shared SSL_SESSION concurrently free and re-allocate session->tlsext_ecpointformatlist / tlsext_ellipticcurvelist / tlsext_hostname, so one thread's memcpy lands in the other thread's shorter buffer.",,86d5f9ba4feb81337716c2c18ec753eb33c81d01,1.0.0b,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20101116.txt,"Overflowed objects are per-session heap buffers with their own allocations: ssl/t1_lib.c (tag OpenSSL_1_0_0a/1_0_0c) 's->session->tlsext_ecpointformatlist = OPENSSL_malloc(ecpointformatlist_length)' immediately followed by 'memcpy(s->session->tlsext_ecpointformatlist, sdata, ecpointformatlist_length)', same shape for tlsext_ellipticcurvelist and 'OPENSSL_malloc(len+1)' for tlsext_hostname. The fix wraps all three in 'if (!s->hit)' so a resumed (shared) session is never mutated. The memcpy SOURCE (sdata) is inside the init_buf arena, but the corrupted DESTINATION is an ordinary malloc'd block, so ASAN/CHERI flag the write normally."
CVE-2011-4109,2012,crypto/x509v3 (policy),double-free,policy_map_free / policy_cache_set_mapping,"Certificate chain with policy mappings when X509_V_FLAG_POLICY_CHECK is set: map->subjectDomainPolicy was pushed onto data->expected_policy_set, which takes ownership, and also freed by policy_map_free",,1db0bbdc76cfd715b60a155220328c15409cf1aa,"0.9.8s, 1.0.0f",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20120104.txt,"Fix removes `if (map->subjectDomainPolicy) ASN1_OBJECT_free(map->subjectDomainPolicy);` from policy_map_free in crypto/x509v3/pcy_map.c and NULLs the field after the push, with the comment 'map->subjectDomainPolicy will be freed when cache->data is freed. Set it to NULL to avoid double-free.' The ASN1_OBJECT is its own allocation, so the second free is a plain heap double-free."
CVE-2012-2110,2012,crypto/asn1 + crypto/buffer,buffer-overflow,asn1_d2i_read_bio / BUF_MEM_grow,ASN.1 data read from a BIO whose declared length is negative when converted to int; BUF_MEM_grow accepts the negative length and the caller then writes past the allocated buffer,,8d038a08fbd3eb4b2f0a5bf1987bb6689a2a943c,"1.0.1a, 1.0.0i, 0.9.8v",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20120419.txt,"Fix adds `if (len < 0) return 0;` to BUF_MEM_grow and BUF_MEM_grow_clean in crypto/buffer/buffer.c. The BUF_MEM data is its own allocation - crypto/buffer/buffer.c `ret=OPENSSL_malloc(n)` / `OPENSSL_realloc(str->data,n)` - and the write runs off its end."
CVE-2012-2333,2012,"TLS 1.1/1.2 and DTLS CBC record decryption (ssl/t1_enc.c, ssl/d1_enc.c)",buffer-overread,tls1_enc / dtls1_enc,CBC record whose remaining length is smaller than the explicit IV (block size); 'rec->length -= bs' underflows the unsigned length to ~4e9.,,d414a5a0f041af6ef460150b093049ff80921fbf,1.0.1c,ssl-record-buffer,caught,read-the-source,https://github.com/openssl/openssl/commit/c46ecc3a55bcbbe4ff31da3864d015e343b0189f,"EXCLUDED from the arena set (rule 5: the access leaves the containing block entirely). The record itself IS arena memory -- ssl/s3_pkt.c:379/400 put rr->data inside rbuf.buf, which comes from freelist_extract at ssl/s3_both.c:770. But the defect is an unsigned underflow, not a bounded over-read: ssl/t1_enc.c:892-894 (tag OpenSSL_1_0_1b) 'rec->data += bs; rec->input += bs; rec->length -= bs;' with bs > rec->length. The fix adds 'if (bs > (int)rec->length) return -1;'. Afterwards ssl/s3_pkt.c:437-451 does NOT bail out on the oversized length (the overflow check at :437 only sets a flag inside an #if 0/#else), so :451 computes 'mac = &rr->data[rr->length]' with rr->length ~= 4e9 and :465 MACs over that span. That is ~4 GB past a ~18 KB block: any bounds checker flags it immediately."
CVE-2014-0195,2014,DTLS handshake fragment reassembly (ssl/d1_both.c),buffer-overflow,dtls1_reassemble_fragment,Two DTLS handshake fragments carrying the same message_seq but different msg_len; the second fragment's frag_off/frag_len are validated against its own msg_len while the destination buffer was sized for the first fragment's msg_len.,,1632ef744872edc2aa2a53d487d3e79c965a4ad3,1.0.1h,system-malloc,caught,read-the-source,https://github.com/openssl/openssl/commit/1632ef744872edc2aa2a53d487d3e79c965a4ad3,"Overwritten object is frag->fragment, allocated by its own call at ssl/d1_both.c:185 (tag OpenSSL_1_0_1f): 'buf = (unsigned char *)OPENSSL_malloc(frag_len);' inside dtls1_hm_fragment_new(msg_hdr->msg_len, 1) (called at ssl/d1_both.c:622). The overflowing write is ssl/d1_both.c:651-652 'ssl_read_bytes(s, SSL3_RT_HANDSHAKE, frag->fragment + msg_hdr->frag_off, frag_len, 0)'. The size check at ssl/d1_both.c:600 uses the NEW msg_hdr->msg_len, not the size the existing frag was allocated with (the fix adds 'if (frag->msg_header.msg_len != msg_hdr->msg_len) goto err'). Ordinary heap object, not arena memory: ASAN/CHERI flag it normally. Source data comes from the record buffer, but the corrupted object does not."
CVE-2014-0198,2014,ssl/record layer,use-after-free,do_ssl3_write,"SSL_MODE_RELEASE_BUFFERS with a NULL write buffer: do_ssl3_write set up the write buffer before the pending-write check, so a released wbuf was dereferenced as NULL",,,"1.0.1h, 1.0.0m",ssl-buf-freelist,caught,read-the-source,https://www.openssl.org/news/secadv/20140605.txt,"EXCLUDED from the blind count: this is a NULL dereference, which leaves the block entirely and traps immediately. Recorded only because it is the sibling defect of CVE-2010-5298 on the same freelist mechanism. Fix visible as the relocation of `if (wb->buf == NULL) if (!ssl3_setup_write_buffer(s)) return -1;` in ssl/s3_pkt.c between tags OpenSSL_1_0_1g and OpenSSL_1_0_1h. Exact per-branch commit hash not isolated, so the field is left empty rather than guessed."
CVE-2014-3505,2014,DTLS handshake fragment queue (ssl/d1_both.c),double-free,dtls1_reassemble_fragment / dtls1_process_out_of_seq_message,"Error path taken after the hm_fragment has already been inserted into s->d1->buffered_messages; the err label frees frag and item while the queue still owns them, and they are freed again when the SSL is destroyed.",,2172d4f63c61922487008f42511cc6bdae9b47a0,1.0.1i,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20140806.txt,"Both doubly-freed objects are plain heap objects. frag: 'frag = (hm_fragment *)OPENSSL_malloc(sizeof(hm_fragment));' at ssl/d1_both.c:179 (tag OpenSSL_1_0_1f), freed via dtls1_hm_fragment_free. item: pitem_new (crypto/pqueue/pqueue.c, OPENSSL_malloc). The buggy err label is ssl/d1_both.c:686-690: 'if (frag != NULL) dtls1_hm_fragment_free(frag); if (item != NULL) OPENSSL_free(item);'; the fix changes it to 'if (frag != NULL && item == NULL)'. No arena involvement -- a normal allocator-level double free."
CVE-2014-3512,2014,SRP (crypto/srp/srp_lib.c),buffer-overflow,srp_Calc_k / SRP_Calc_u,"SRP parameter g, A or B numerically >= N. Buffers are sized from BN_num_bytes(N) but written with BN_bn2bin of the larger value.",,966fe81f9befbff62522a158006fb03050a868df,1.0.1i,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20140806.txt,"crypto/srp/srp_lib.c:92 (tag OpenSSL_1_0_1h): 'if ((tmp = OPENSSL_malloc(longN)) == NULL)' with longN = BN_num_bytes(N) (line 90), then line 101 'longg = BN_bn2bin(g,tmp);' writes BN_num_bytes(g) bytes. Likewise crypto/srp/srp_lib.c:126 'cAB = OPENSSL_malloc(2*longN)' then line 133 'BN_bn2bin(A,cAB+longN)'. The fix adds 'if (BN_ucmp(g, N) >= 0) return NULL;' and 'if (BN_ucmp(A, N) >= 0 || BN_ucmp(B, N) >= 0) return NULL;'. The attacker-controlled BIGNUMs originate in the handshake, but the overflowed buffers are their own OPENSSL_malloc allocations, not arena memory."
CVE-2014-8176,2014,"DTLS buffered application-data queue (ssl/d1_lib.c, ssl/d1_pkt.c)",type-confusion,dtls1_clear_queues,DTLS peer sends application data between ChangeCipherSpec and Finished; the record is buffered into s->d1->buffered_app_data.q as a DTLS1_RECORD_DATA but is torn down as if it were an hm_fragment.,,bcc311668ede6ffdcd6dc5a65454a548b5404fcc,1.0.1h,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20150611.txt,"EXCLUDED from the arena set (rule 5: wild pointer). ssl/d1_lib.c:177-183 (tag OpenSSL_1_0_1g) pops buffered_app_data.q and does 'frag = (hm_fragment *)item->data; OPENSSL_free(frag->fragment);' but dtls1_buffer_record stores a DTLS1_RECORD_DATA there ('rdata = OPENSSL_malloc(sizeof(DTLS1_RECORD_DATA));' ssl/d1_pkt.c:216, inserted at :232). The two layouts do not overlap benignly: hm_fragment is {struct hm_header_st msg_header; unsigned char *fragment; ...} (ssl/dtls1.h:175-180) and sizeof(hm_header_st) is 88 bytes on LP64 (ssl/dtls1.h:140-149 plus struct dtls1_retransmit_state at :127-138), while DTLS1_RECORD_DATA (ssl/dtls1.h:264-273) puts rrec.seq_num at exactly offset 88 given SSL3_BUFFER (ssl/ssl3.h:360-367) and SSL3_RECORD (ssl/ssl3.h:348-358). So 'frag->fragment' reads the DTLS record's 8-byte sequence number and frees it as a pointer -- an attacker-controlled wild free, flagged by any allocator or CHERI. The fix reinterprets the item as DTLS1_RECORD_DATA and frees rdata->rbuf.buf instead. Note rdata->rbuf.buf IS the freelist record buffer, and it was being leaked."
OSSL-f6e725e8,2014,ssl/TLS extensions,buffer-overread,ssl_scan_clienthello_tlsext (supported_elliptic_curves),"ClientHello supported_elliptic_curves extension with an odd-length curve list; each NamedCurve is 2 bytes, so the final pair read runs one byte past the list",,f6e725e86816fa9301d87c25e3dff9de2ebb7176,1.0.2 (hardening; no CVE assigned),system-malloc,caught,read-the-source,https://github.com/openssl/openssl/commit/f6e725e86816fa9301d87c25e3dff9de2ebb7176,"CONTRAST ROW, and the reason the arena test needs its in-place/copied-out qualifier. This extension is NOT read in place: ssl/t1_lib.c:2156 `s->session->tlsext_ellipticcurvelist = OPENSSL_malloc(ellipticcurvelist_length)` then :2163 `memcpy(s->session->tlsext_ellipticcurvelist, sdata, ellipticcurvelist_length);`. The odd byte is copied into an exactly-sized allocation of its own, so the later 2-byte-pair consumer reads one byte past a real malloc'd object and a bounds checker fires. Fix adds `ellipticcurvelist_length & 1` to the reject condition."
CVE-2015-0209,2015,crypto/ec,use-after-free,d2i_ECPrivateKey,"Malformed EC private key file: `*a = ret` was published to the caller before the error path did `EC_KEY_free(ret)`, leaving the caller holding a freed EC_KEY",,89117535f1bb3ea72a17933b703271587d7aaf0b,"1.0.2a, 1.0.1m, 1.0.0r, 0.9.8zf",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20150319.txt,"crypto/ec/ec_asn1.c d2i_ECPrivateKey: fix moves `if (a) *a = ret;` to after success and guards the free with `if (ret && (a == NULL || *a != ret))`. The object is its own allocation from `EC_KEY_new()`, so the dangling pointer is a plain heap UAF a checker flags."
CVE-2015-0286,2015,crypto/asn1,type-confusion,ASN1_TYPE_cmp,Certificate whose signature algorithm parameters are an ASN.1 BOOLEAN; ASN1_TYPE_cmp falls through to the ASN1_STRING branch and treats the union's `int boolean` as an ASN1_STRING pointer,,e677e8d13595f7b3287f8feef7676feb301b0e8a,"1.0.2a, 1.0.1m, 1.0.0r, 0.9.8zf",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20150319.txt,"crypto/asn1/a_type.c:114 switch on a->type had no V_ASN1_BOOLEAN case. The ASN1_TYPE is its own allocation: crypto/asn1/tasn_new.c:342 `typ = OPENSSL_malloc(sizeof(ASN1_TYPE));`. Confusion produces a wild pointer that LEAVES the block entirely, so a bounds/tag checker flags it."
CVE-2015-0287,2015,crypto/asn1,uninitialised-read,ASN1_item_ex_d2i (CHOICE and ADB reuse),"Re-using an ASN.1 structure across two d2i calls; CHOICE/ADB fields were neither freed nor zeroed, leaving stale field pointers that are later used and freed",,7746ff501c65968203f376e46bd1eeb93efb0f64,"1.0.2a, 1.0.1m, 1.0.0r, 0.9.8zf",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20150319.txt,"Fix adds `ASN1_template_free(pchptr, tt)` + `asn1_set_choice_selector(pval,-1,it)` in crypto/asn1/tasn_dec.c ASN1_ITYPE_CHOICE, and an ADB free loop. Each ASN.1 value is individually malloc'd: crypto/asn1/tasn_new.c:157,182 `*pval = OPENSSL_malloc(it->size);` - stale pointers are to distinct freed allocations, so a UAF checker sees them."
